Kecamatan; Price ;Kamar Tidur;Kamar Mandi;Luas Tanah;Luas Bangunan;Sertifikat;Daya Listrik;Ruang Makan;Ruang Tamu;Kondisi Perabotan;Jumlah Lantai;Hadap;Terjangkau Internet;Lebar Jalan;Sumber Air;Hook;Kondisi Properti
kenjeran; 7.200.000.000 ;6;4;481;388;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
mulyorejo; 7.300.000.000 ;5;3;350;250;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus
mulyorejo; 7.300.000.000 ;5;3;350;250;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus
tegalsari; 7.490.000.000 ;4;3;199;436;SHM - Sertifikat Hak Milik;4400;;Tidak;Unfurnished;3;Tenggara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
sambikerep; 7.490.000.000 ;5;6;264;465;HGB - Hak Guna Bangunan;4400;;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
dukuh pakis; 7.490.000.000 ;5;1;383;256;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Ya;Butuh Renovasi
sukolilo; 7.490.000.000 ;6;4;450;360;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;Selatan;Tidak;;;Tidak;Bagus
tambaksari; 7.530.000.000 ;4;2;718;600;SHM - Sertifikat Hak Milik;4400;;Ya;Unfurnished;1;Timur;Ya;2 Mobil;;Tidak;Butuh Renovasi
gubeng; 7.590.000.000 ;6;5;403;430;HGB - Hak Guna Bangunan;5500;;Tidak;Unfurnished;1;Selatan;Tidak;;;Tidak;Bagus
wiyung; 7.500.000.000 ;3;3;73;120;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
wiyung; 7.500.000.000 ;3;3;80;102;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 7.500.000.000 ;3;3;84;110;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;2;Barat;Tidak;;;Tidak;Baru
wiyung; 7.500.000.000 ;3;1;90;52;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru
wiyung; 7.500.000.000 ;3;2;105;95;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;1;Timur;Tidak;;;Ya;Bagus
wiyung; 7.500.000.000 ;3;4;110;195;HGB - Hak Guna Bangunan;2200;;Ya;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus
wiyung; 7.500.000.000 ;4;3;160;200;HGB - Hak Guna Bangunan;3500;Ya;Ya;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus
tegalsari; 7.500.000.000 ;6;4;199;436;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;3;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
wiyung; 7.500.000.000 ;5;4;207;220;HGB - Hak Guna Bangunan;4400;;Tidak;Unfurnished;2;Utara;Tidak;;;Tidak;Bagus
wiyung; 7.500.000.000 ;4;3;234;350;HGB - Hak Guna Bangunan;;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;;Tidak;Bagus
sambikerep; 7.500.000.000 ;5;6;240;450;HGB - Hak Guna Bangunan;;Ya;Ya;Unfurnished;2;Utara;Ya;;PAM atau PDAM;Tidak;Bagus
wiyung; 7.500.000.000 ;4;3;260;450;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Barat;Ya;2 Mobil;PAM atau PDAM;Ya;Bagus
sambikerep; 7.500.000.000 ;6;7;264;465;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
wiyung; 7.500.000.000 ;4;4;270;420;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
dukuh pakis; 7.500.000.000 ;4;4;281;292;Lainnya (PPJB,Girik,Adat,dll);;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;;Tidak;Bagus
lakarsantri; 7.500.000.000 ;4;3;300;300;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Barat Daya;Ya;3 Mobil;;Ya;Bagus
sambikerep; 7.500.000.000 ;2;2;300;255;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
sambikerep; 7.500.000.000 ;5;5;300;300;SHM - Sertifikat Hak Milik;10600;Tidak;Tidak;Unfurnished;1;Timur Laut;Tidak;;;Tidak;Bagus
sambikerep; 7.500.000.000 ;4;4;300;478;HGB - Hak Guna Bangunan;4400;;;Unfurnished;2;Utara;;;;;Bagus Sekali
sukolilo; 7.500.000.000 ;5;5;300;450;SHM - Sertifikat Hak Milik;5500;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 7.500.000.000 ;5;5;300;450;SHM - Sertifikat Hak Milik;5500;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
sukomanunggal; 7.500.000.000 ;2;1;300;200;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
sukomanunggal; 7.500.000.000 ;4;2;300;250;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 7.500.000.000 ;4;3;300;316;HGB - Hak Guna Bangunan;;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;;Tidak;Butuh Renovasi
wiyung; 7.500.000.000 ;4;3;300;303;SHM - Sertifikat Hak Milik;3500;;;Unfurnished;2;Selatan;;;;;Bagus Sekali
dukuh pakis; 7.500.000.000 ;4;3;312;400;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 7.500.000.000 ;4;3;312;400;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 7.500.000.000 ;4;3;312;400;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 7.500.000.000 ;4;3;312;400;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 7.500.000.000 ;4;3;312;400;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;
dukuh pakis; 7.500.000.000 ;4;3;312;400;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 7.500.000.000 ;4;3;312;400;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;1;Barat Daya;Ya;;;Tidak;Bagus
dukuh pakis; 7.500.000.000 ;4;4;312;400;SHM - Sertifikat Hak Milik;4400;;;Unfurnished;2;Selatan;;;;;Bagus Sekali
sukolilo; 7.500.000.000 ;3;4;320;525;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;2;Timur;Tidak;;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 7.500.000.000 ;4;2;336;450;SHM - Sertifikat Hak Milik;10600;;Ya;Unfurnished;2;Barat;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
gubeng; 7.500.000.000 ;5;3;360;550;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
gubeng; 7.500.000.000 ;5;3;360;360;SHM - Sertifikat Hak Milik;5500;;Ya;Unfurnished;1;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 7.500.000.000 ;4;3;360;350;SHM - Sertifikat Hak Milik;3500;;;Unfurnished;2;Timur;;;;;Bagus Sekali
wiyung; 7.500.000.000 ;5;6;360;344;SHM - Sertifikat Hak Milik;6600;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
genteng; 7.500.000.000 ;4;4;372;205;HGB - Hak Guna Bangunan;4400;Tidak;Tidak;Unfurnished;1;Timur;Tidak;;PAM atau PDAM;Tidak;Bagus
genteng; 7.500.000.000 ;1;1;372;205;HGB - Hak Guna Bangunan;;;Tidak;Unfurnished;1;Selatan;Tidak;;;Tidak;Bagus
lakarsantri; 7.500.000.000 ;5;4;375;375;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
lakarsantri; 7.500.000.000 ;5;4;375;375;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
lakarsantri; 7.500.000.000 ;4;3;375;425;SHM - Sertifikat Hak Milik;7700;;Ya;Unfurnished;2;Timur;Ya;;PAM atau PDAM;Tidak;Bagus
wiyung; 7.500.000.000 ;4;3;375;375;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 7.500.000.000 ;4;3;375;375;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 7.500.000.000 ;6;4;383;256;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
dukuh pakis; 7.500.000.000 ;5;3;383;256;SHM - Sertifikat Hak Milik;3500;Ya;Ya;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 7.500.000.000 ;5;3;383;256;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Timur;Tidak;;PAM atau PDAM;Ya;Bagus
sambikerep; 7.500.000.000 ;5;3;383;256;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Ya;Bagus
sambikerep; 7.500.000.000 ;5;3;383;256;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Ya;Bagus
sambikerep; 7.500.000.000 ;5;3;383;256;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;Sumur Bor;Ya;Bagus
sambikerep; 7.500.000.000 ;5;3;383;256;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;;;Tidak;Bagus
wiyung; 7.500.000.000 ;6;4;383;256;SHM - Sertifikat Hak Milik;;;;Unfurnished;1;;;;;;Bagus
wiyung; 7.500.000.000 ;5;3;383;256;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 7.500.000.000 ;5;3;383;256;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;;Ya;4 Mobil;;Ya;Bagus
wiyung; 7.500.000.000 ;5;3;383;256;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Tenggara;Ya;4 Mobil;PAM atau PDAM;Ya;Bagus
wiyung; 7.500.000.000 ;5;3;383;256;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Tenggara;Ya;3 Mobil;PAM atau PDAM;Ya;Butuh Renovasi
wiyung; 7.500.000.000 ;5;3;383;256;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;;Ya;4 Mobil;;Ya;
wiyung; 7.500.000.000 ;5;3;383;256;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Timur;Ya;;PAM atau PDAM;Ya;Bagus
wiyung; 7.500.000.000 ;6;4;383;256;SHM - Sertifikat Hak Milik;3300;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;
wiyung; 7.500.000.000 ;5;3;383;256;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;;Ya;;;Ya;Bagus
wiyung; 7.500.000.000 ;5;3;383;256;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Tenggara;Ya;4 Mobil;;Ya;Bagus
wonokromo; 7.500.000.000 ;6;4;400;500;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;;Ya;;PAM atau PDAM;Tidak;Butuh Renovasi
wiyung; 7.500.000.000 ;4;4;424;300;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi
sukolilo; 7.500.000.000 ;5;3;450;360;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 7.500.000.000 ;4;3;450;360;SHM - Sertifikat Hak Milik;4400;;Tidak;Unfurnished;1;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus
sukolilo; 7.500.000.000 ;4;3;450;360;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi
sukolilo; 7.500.000.000 ;4;3;450;360;SHM - Sertifikat Hak Milik;4400;;Tidak;Unfurnished;1;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus
sukolilo; 7.500.000.000 ;4;4;450;360;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi
gubeng; 7.500.000.000 ;3;3;467;450;SHM - Sertifikat Hak Milik;6600;;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
simokerto; 7.500.000.000 ;6;3;480;480;SHM - Sertifikat Hak Milik;8000;Ya;Tidak;Unfurnished;1;;Tidak;4 Mobil;PAM atau PDAM;Tidak;Bagus
tenggilis mejoyo; 7.500.000.000 ;5;3;484;600;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus
wonocolo; 7.500.000.000 ;5;2;484;350;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;;Tidak;Bagus
gayungan; 7.500.000.000 ;4;5;494;840;SHM - Sertifikat Hak Milik;10000;Tidak;Tidak;Unfurnished;3;Selatan;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus
gubeng; 7.500.000.000 ;4;3;500;300;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Barat;Tidak;;PAM atau PDAM;Tidak;Bagus
gubeng; 7.500.000.000 ;4;3;500;300;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Barat;Tidak;2 Mobil;PAM atau PDAM;Tidak;
gubeng; 7.500.000.000 ;4;3;500;300;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 7.500.000.000 ;4;2;526;300;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
sukomanunggal; 7.500.000.000 ;7;6;542;500;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;2;;Tidak;;;Ya;Bagus
dukuh pakis; 7.500.000.000 ;4;2;586;400;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;1;;Ya;;PAM atau PDAM;Ya;Butuh Renovasi
dukuh pakis; 7.500.000.000 ;4;2;586;400;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 7.500.000.000 ;7;3;600;600;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;2;Barat;Tidak;2 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 7.500.000.000 ;4;4;630;525;SHM - Sertifikat Hak Milik;6600;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Ya;Bagus
sawahan; 7.500.000.000 ;5;4;634;287;SHM - Sertifikat Hak Milik;6600;Ya;Ya;Unfurnished;1;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
sawahan; 7.500.000.000 ;5;4;634;287;SHM - Sertifikat Hak Milik;;;;Unfurnished;1;Utara;;;;;Bagus
sawahan; 7.500.000.000 ;4;2;634;287;SHM - Sertifikat Hak Milik;6600;;;Unfurnished;1;;;;;;Bagus
mulyorejo; 7.690.000.000 ;5;5;330;450;HGB - Hak Guna Bangunan;;Tidak;Tidak;Unfurnished;2;Utara;Tidak;;;Tidak;Bagus
sambikerep; 7.740.000.000 ;5;6;330;525;HGB - Hak Guna Bangunan;5500;;Tidak;Unfurnished;1;Selatan;Tidak;;;Tidak;Baru
sukomanunggal; 7.750.000.000 ;4;5;300;420;SHM - Sertifikat Hak Milik;4400;;;Unfurnished;2;Utara;;;;;Baru
sambikerep; 7.750.000.000 ;4;5;330;525;HGB - Hak Guna Bangunan;5500;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
wiyung; 7.790.000.000 ;2;1;140;119;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 7.700.000.000 ;4;4;246;300;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;2;Utara;Ya;3 Mobil;;Tidak;Bagus
wiyung; 7.700.000.000 ;4;4;246;300;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus
wiyung; 7.700.000.000 ;4;4;246;300;SHM - Sertifikat Hak Milik;5500;Ya;Ya;Unfurnished;2;Utara;Tidak;;PAM atau PDAM;Tidak;Baru
wiyung; 7.700.000.000 ;4;4;250;300;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru
wiyung; 7.700.000.000 ;3;3;253;190;HGB - Hak Guna Bangunan;4400;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Sudah Renovasi
sambikerep; 7.700.000.000 ;4;4;300;300;HGB - Hak Guna Bangunan;10600;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 7.700.000.000 ;4;4;330;450;SHM - Sertifikat Hak Milik;5500;Ya;Ya;Unfurnished;2;Utara;Ya;;;Tidak;Bagus
wiyung; 7.700.000.000 ;3;3;375;400;HGB - Hak Guna Bangunan;;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;;Tidak;Bagus
sukolilo; 7.700.000.000 ;4;3;450;360;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus
sukolilo; 7.700.000.000 ;4;3;450;360;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
sukolilo; 7.700.000.000 ;4;3;450;360;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 7.700.000.000 ;5;3;450;360;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;1;Selatan;Ya;;;Tidak;Bagus
sukolilo; 7.700.000.000 ;4;3;450;360;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;;Tidak;Bagus
sukolilo; 7.700.000.000 ;4;3;450;360;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus
sukolilo; 7.700.000.000 ;4;3;450;360;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Bagus
sukolilo; 7.700.000.000 ;4;3;450;360;SHM - Sertifikat Hak Milik;4400;;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
tenggilis mejoyo; 7.700.000.000 ;5;3;450;360;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
gayungan; 7.700.000.000 ;4;5;494;840;SHM - Sertifikat Hak Milik;10000;Tidak;Tidak;Unfurnished;3;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus
gayungan; 7.850.000.000 ;6;4;667;360;HGB - Hak Guna Bangunan;6600;Ya;Ya;Unfurnished;1;;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
mulyorejo; 7.890.000.000 ;5;5;330;300;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;2;Utara;Tidak;;;Tidak;
wiyung; 7.800.000.000 ;3;3;104;104;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Utara;Tidak;;;Tidak;Bagus
wiyung; 7.800.000.000 ;3;2;115;75;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Barat;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
sambikerep; 7.800.000.000 ;5;5;240;600;Lainnya (PPJB,Girik,Adat,dll);;Ya;Ya;Unfurnished;3;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
lakarsantri; 7.800.000.000 ;4;3;375;375;SHM - Sertifikat Hak Milik;;;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Sudah Renovasi
wiyung; 7.800.000.000 ;4;4;375;360;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Bagus
wiyung; 7.800.000.000 ;4;4;375;360;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 7.800.000.000 ;4;3;526;300;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Ya;Butuh Renovasi
sambikerep; 7.900.000.000 ;5;5;240;600;HGB - Hak Guna Bangunan;;Ya;Ya;Unfurnished;3;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
lakarsantri; 7.900.000.000 ;6;7;300;470;HGB - Hak Guna Bangunan;;;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru
sukolilo; 7.900.000.000 ;4;3;315;425;HGB - Hak Guna Bangunan;5500;;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Ya;Bagus
wonokromo; 7.900.000.000 ;5;2;341;135;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;;Tidak;Bagus
sambikerep; 7.900.000.000 ;4;6;375;400;SHM - Sertifikat Hak Milik;6600;;;Unfurnished;2;;;;;;Bagus
sambikerep; 7.900.000.000 ;4;6;375;400;HGB - Hak Guna Bangunan;6600;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
sambikerep; 7.900.000.000 ;4;6;375;400;SHM - Sertifikat Hak Milik;6600;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
sambikerep; 7.900.000.000 ;4;6;375;400;SHM - Sertifikat Hak Milik;6600;;;Unfurnished;2;;;;;;Bagus
sambikerep; 7.900.000.000 ;4;6;375;400;SHM - Sertifikat Hak Milik;6600;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
gubeng; 7.900.000.000 ;5;3;420;450;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Timur;Ya;;PAM atau PDAM;Tidak;Baru
gubeng; 7.900.000.000 ;5;3;420;450;SHM - Sertifikat Hak Milik;4400;;Ya;Unfurnished;2;Timur;Tidak;3 Mobil;PAM atau PDAM;Tidak;Bagus
gubeng; 7.900.000.000 ;5;3;420;450;SHM - Sertifikat Hak Milik;4400;;Ya;Unfurnished;2;Timur;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
mulyorejo; 7.900.000.000 ;5;3;450;400;SHM - Sertifikat Hak Milik;6600;Ya;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;;Tidak;Bagus
sukomanunggal; 7.900.000.000 ;3;3;610;610;SHM - Sertifikat Hak Milik;4400;;Tidak;Unfurnished;1;Barat;Tidak;;;Tidak;Bagus
wiyung; 7.000.000.000 ;2;2;51;58;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Utara;Tidak;2 Mobil;PAM atau PDAM;Tidak;Baru
wiyung; 7.000.000.000 ;3;2;105;110;HGB - Hak Guna Bangunan;3500;;;Unfurnished;2;;;;;;Baru
lakarsantri; 7.000.000.000 ;5;5;192;350;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Utara;Ya;;;Tidak;Baru
wiyung; 7.000.000.000 ;3;3;210;250;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;;Tidak;Bagus
wiyung; 7.000.000.000 ;5;4;240;260;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 7.000.000.000 ;4;4;250;275;SHM - Sertifikat Hak Milik;7700;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Bagus
wiyung; 7.000.000.000 ;5;4;264;366;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru
wiyung; 7.000.000.000 ;5;4;264;366;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru
dukuh pakis; 7.000.000.000 ;5;5;300;475;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
dukuh pakis; 7.000.000.000 ;5;5;300;475;SHM - Sertifikat Hak Milik;5500;;Ya;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus
sukolilo; 7.000.000.000 ;5;3;300;450;SHM - Sertifikat Hak Milik;6600;Ya;Ya;Unfurnished;2;;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 7.000.000.000 ;5;3;300;450;SHM - Sertifikat Hak Milik;6600;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus
tambaksari; 7.000.000.000 ;7;4;311;260;SHM - Sertifikat Hak Milik;3300;;;Unfurnished;1;Selatan;;;;;Bagus
dukuh pakis; 7.000.000.000 ;4;3;312;400;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
